,nitrogen_kg_per_t_greenwood,phosphate_kg_per_t_greenwood,potassium_kg_per_t_greenwood,herbicide_kg_per_t_greenwood,diesel_planting_L_per_t_greenwood,lubricants_planting_L_per_t_greenwood,electric_planting_MJ_per_t_greenwood,diesel_harvesting_L_per_t_greenwood_MA,lubricants_harvesting_L_per_t_greenwood_MA,gasoline_harvesting_L_per_t_greenwood_MA,harvesting_equipment_harvesting_kg_per_t_greenwood_MA,yield_residue_ton_of_drylog
2330,0.27790915463945315,0.05106949501772695,0.0004759982050773917,0.0005981774963633357,0.19236453993700467,0.0006588393034126353,0.5597657686921375,9.171115193449758,0.09987308503301141,1.9415726358508403,0.40750943111543975,51.56275435675627
2331,0.5335746458743849,0.03040887040997473,0.0004629338783385038,0.002230170946088296,0.22854408869189533,0.0002786757406790362,0.4492330248217173,3.6807812530082122,0.06889746386307592,1.5083648482245087,0.30220984104602827,70.5724723021334
2332,0.2526827482751277,0.03436151761361493,0.00020730256019471074,0.0044191674365084335,0.056168186612216967,0.0007297007786492345,0.3803258614063292,3.013340608141939,0.05721592879367622,1.3855681211935973,0.26850152870765376,66.49469927813695
2333,0.19429437313384879,0.03438491848178655,0.0005512101471226032,0.00456337841431241,0.1650407494388761,4.702455433446605e-05,0.5118135016137316,4.923774151791651,0.09027573313103877,1.689803771144585,0.3676830926107429,100.4673032878271
2334,0.1261262408793551,0.023941309407983877,0.00031572218232072893,0.004746374354440844,0.12950009139085347,0.0005465512331621387,0.3986277602478048,6.085263251841756,0.08451698170477913,1.6235827480425769,0.25619065432827315,63.76097731229592
2335,0.23261148751075988,0.05584864734102454,0.0005533502610562683,0.005736291662967143,0.1396570047785394,0.0019974082366478315,0.49325559894589044,4.084562611212471,0.0837109307243046,1.5978719894361901,0.34184198678934774,73.6109785737725
2336,0.8990892263004002,0.032240079113050164,0.00028604450775585006,0.005764873003090816,0.3278414143504755,0.002171336439621368,0.5124439765985113,4.27003035642582,0.07006412458947772,1.5478396229803733,0.38226738849111824,59.59160613254591
2337,0.0781279413261241,0.04891100082822186,0.00045600858971113305,0.004213702099400597,0.07872571137729478,0.0006866210889585831,0.4729055716517559,7.4302856184813955,0.1027595940945229,1.4197209566757547,0.3395550945254273,87.67977729037199
2338,0.925134559668017,0.019602673491811794,0.00023105352396617164,0.002026243703327437,0.2632691918263929,0.0001338273977831935,0.48169526318298433,3.810948881142258,0.08596332769742047,1.5330975535852265,0.32410335405190704,64.70557877328343
2339,0.1209526016197395,0.02352371699008082,0.00017488947828566575,0.00028349245208089837,0.13151493238232428,0.00025998045920485105,0.5272568588565422,8.52358758610905,0.09400160610163426,1.9163796611189032,0.3405723816986123,91.41836211561066
